source_pdf,doi,status,n_pages,n_materials,extraction_notes
Enhanced Thermoelectric Properties of AgSb1–xPbxBiySe2 Achieved via Microwave Smelting Combined with Spark Plasma Sintering.pdf,10.1021/acsami.4c20502,ok,11,7,"[text-pass] The article focuses on AgSbSe2-family compounds. Data for AgSbTe2 is mentioned in the introduction as a comparison but no specific experimental data for AgSbTe2 samples was provided in the text. [figure-pass p1-5] Data extracted from Figures 2 and 4. Only representative samples (x=0 and x=0.05) were extracted for brevity as per instructions to identify distinct samples. [figure-pass p6-10] Data extracted from Figures 6 and 9. Note that the paper refers to AgSbTe2-family compounds, th"
Enhanced thermoelectric composite performance from graphene nanosheets additives in AgSbTe2 matrix.pdf,10.1016/j.ceramint.2022.06.092,ok,8,12,[text-pass] The paper reports graphene/AgSbTe2 composites. The pristine AgSbTe2 matrix is noted as non-stoichiometric (Ag0.83Sb1.09Te2). Electrical conductivity values at room temperature are provided in text. ZT values at 500K are provided in text. Lattice thermal conductivity at 300K is provided in text. 
Enhanced thermoelectric performance and novel nanopores in AgSbTe2 prepared by melt spinning.pdf,10.1016/j.jssc.2010.10.036,ok,6,2,"[text-pass] The sample MS-SPS is a nanostructured AgSbTe2 compound containing 5-10 nm nanopores. No chemical dopants were added; the material is described as single-phase AgSbTe2 with nanopores. [figure-pass p1-5] The paper discusses AgSbTe2 prepared by different methods (MS-SPS, SPS, MA, MC). No dopants were added; the nanostructure/nanopores are the focus. Data extracted for the primary sample MS-SPS from the provided figures. [figure-pass p6-6] The provided page contains only a list of refere"
Enhanced thermoelectric performance in AgSbTe2 with extremely low thermal conductivity via grain boundary defects.pdf,10.1063/5.0255308,ok,8,7,"[text-pass] The paper reports Fe-doped AgSbTe2 with the formula AgSb1-xFexTe2.01. Data for x=0, 0.01, and 0.03 were extracted from the text. The site for Fe doping is inferred as Sb based on the lattice constant reduction mentioned in the text. [figure-pass p1-5] Data extracted from Fig 1 and body text. The samples are Fe-doped AgSbTe2, specifically AgSb1-xFe_xTe2.01. [figure-pass p6-8] The provided pages contain information about Fe-doped AgSbTe2 (AgSb0.97Fe0.03Te2.01) and its thermoelectric pe"
Enhanced thermoelectric performance in Bi-doped p-type AgSbTe2 compounds.pdf,10.1063/1.4828478,ok,6,10,[figure-pass p1-5] Data extracted from Table I and Figure 5. ZT values at 570 K for samples other than x=0.05 were visually estimated from Figure 5. [figure-pass p6-6] The provided page contains only a list of references and acknowledgments. No thermoelectric property data or plots for AgSbTe2-family compounds are present. 
Enhanced thermoelectric performance in Na-doped p-type nonstoichiometric AgSbTe2 compound.pdf,10.1016/j.jallcom.2010.10.131,ok,5,10,"[figure-pass p1-5] Data extracted from figures 5, 7, and 8. Values at 300K were visually estimated from the plots. "
Enhanced thermoelectric performance of p-type sintered BiSbTe-based composites with AgSbTe2 addition.pdf,10.1016/j.ceramint.2020.08.182,ok,7,9,[text-pass] The paper reports Bi0.48Sb1.52Te3 (BST) composites with AgSbTe2 addition. Doping site is inferred as multiple sites (Bi/Sb sites and interstitial) based on the text discussion of Ag ions occupying Bi/Sb positions and entering the interlayer. [figure-pass p1-5] The samples are composites of Bi0.48Sb1.52Te3 (BST) with varying weight percentages of AgSbTe2. Doping site is inferred from the text stating Ag+ ions may occupy Bi3+/Sb3+ sites. [figure-pass p6-7] The paper discusses BST (Bi0.
Enhanced thermoelectric performance of.pdf,10.1063/1.3106102,ok,5,2,[text-pass] The paper reports on the synthesis of AgSbTe2 using a high pressure and high temperature (HPHT) method. No intentional chemical doping was performed; the study focuses on the effect of the synthesis method on the properties of the stoichiometric compound. [figure-pass p1-5] The AgSbTe2 sample was synthesized by HPHT. No dopants were added; it is the parent compound. Thermoelectric properties were extracted from the provided figures and text. 
Enhanced thermoelectric properties of AgSbTe2 obtained by controlling heterophases with Ce doping.pdf,10.1038/s41598-017-04885-1,ok,8,11,[text-pass] Dopant site is assumed to be Sb based on the formula AgSb1-xCexTe2. Only explicit numerical values for ZT and power factor were extracted from the text. [figure-pass p1-5] Thermoelectric properties were visually estimated from the plots in Figure 4. The sample IDs correspond to the Ce doping concentration x in Ag1-xCe_xTe2. [figure-pass p6-8] The paper discusses Ce-doped AgSbTe2. A ZT value of 1.5 at 673 K is explicitly stated in the body text for the x=0.002 sample. Figure 6 shows Z
Entropy engineering enhances the thermoelectric performance and microhardness of (GeTe)1−x(AgSb0.5Bi0.5Te2)x.pdf,10.1007/s40843-022-2211-8,ok,11,4,"[text-pass] The article focuses on (GeTe)1-x(AgSb0.5Bi0.5Te2)x alloys. Data for specific samples were extracted from the body text. Other samples (x=0.10, 0.15, 0.25, 0.35, 0.40) were mentioned as prepared but specific thermoelectric values were not explicitly listed in the text for all of them. [figure-pass p1-5] The provided pages discuss the (GeTe)1-x(AgSb0.5Bi0.5Te2)x system (TABGS alloys). While this system incorporates AgSbTe2-family components, the thermoelectric property-vs-temperature p"
Excellent thermoelectric performance achieved over broad temperature plateau in indium-doped SnTe-AgSbTe2 alloys.pdf,10.1063/1.5018477,ok,5,4,[text-pass] The paper focuses on SnTe-based alloys. AgSbTe2 is used as an alloying agent to form (Sn0.995In0.005Te)1-x(Ag0.366Sb0.558Te)x. The Ag and Sb atoms are described as substituting for Sn sites in the SnTe matrix. [figure-pass p1-5] The paper investigates SnTe-AgSbTe2 alloys doped with Indium. The AgSbTe2 component is represented as Ag0.366Sb0.558Te. Data for x=0.05 and x=0.20 were extracted from Fig. 4. 
First-principles calculation of semiclassical thermoelectric properties of (AgSbSe2)n(AgSbTe2)n superlattices.pdf,10.1016/j.jallcom.2015.07.290,ok,6,3,"[text-pass] The article is a theoretical study using first-principles calculations. No experimental thermoelectric property tables or plots with specific numerical values were provided in the text; the plots (Fig 2, 4, 5) show trends but do not provide readable numerical data points. The only explicit numerical thermoelectric value provided is for the ZT of bulk AgSbTe2 from a cited reference. [figure-pass p1-5] The paper focuses on first-principles calculations of thermoelectric properties for "
Ge-induced cation ordering for enhanced thermoelectric performance in AgSbTe2.pdf,10.1039/d5ta10429g,ok,13,11,"[figure-pass p1-5] Thermoelectric properties were extracted from Figure 3. Doping site is inferred as Sb based on the formula AgSb1-xGexTe2 and the text stating Ge preferentially occupies Sb sites. [figure-pass p11-13] The provided pages contain only a list of references and no figures, tables, or body text containing thermoelectric property data for AgSbTe2-family compounds. "
Glassy thermal conductivity in the two-phase CuxAg3−xSbSeTe2 alloy and high temperature thermoelectric behavior.pdf,10.1088/0953-8984/22/3/035801,ok,6,6,"[text-pass] The samples are described as Ag3SbSeTe2 (or CuxAg3-xSbSeTe2) formed by reacting AgSbTe2 and Ag2Se. The dopant site for Cu is inferred as Ag based on the formula Ag3-x. The Seebeck coefficient (thermopower) is reported as approximately 230 uV K-1 at 700 K for all samples, but no specific values for electrical conductivity or ZT were provided in the text beyond general ranges or qualitative statements. [figure-pass p1-5] The paper discusses Cu-doped AgSbTe2-family alloys (specifically "
High Power Factor of HPHT-Sintered GeTe-AgSbTe2 Alloys.pdf,10.1007/s11664-010-1383-1,ok,8,12,"[text-pass] The samples are alloys of GeTe and AgSbTe2 (TAGS-85, x=0.15). No specific dopants were added; the study focuses on the effect of HPHT sintering conditions on the intrinsic properties of the TAGS-85 alloy. Therefore, no dopant_or_codopant entries are provided. [figure-pass p1-5] The paper discusses TAGS-85 and TAGS-80 alloys. While the text mentions temperature-dependent measurements of Seebeck coefficient and electrical conductivity, no plots showing these properties as a function of"
Impact of In Situ Generated Ag2Te Nanoparticles on the Microstructure and Thermoelectric Properties of AgSbTe2 Compounds.pdf,10.1007/s11664-011-1620-2,ok,5,4,"[text-pass] The paper investigates (Ag2Te)x(Sb2Te3)100-x composites. The samples are described as AgSbTe2-family compounds with in situ generated Ag2Te nanoparticles. Specific numerical values for properties at various temperatures were presented in figures (Fig 3, 4, 6) but not in tabular form; only select peak values were explicitly stated in the body text. [figure-pass p1-5] The samples are composites of Ag2Te and Sb2Te3 described by the formula (Ag2Te)x(Sb2Te3)100-x. Properties were extracte"
Improved Thermoelectric Properties in Structure Controlled Ag-Sb-Te System.pdf,,ok,5,4,[text-pass] The samples are parts of a single boule of Ag0.208Sb0.275Te0.517. No extrinsic dopants were added; the composition is non-stoichiometric relative to AgSbTe2. Z values are reported as Z [10^-3 /K] in the table and text. [figure-pass p1-5] The paper investigates Ag0.208Sb0.275Te0.517 boules. No specific dopants are mentioned; the composition is treated as a specific Ag-Sb-Te system stoichiometry. Thermoelectric properties were extracted from Table 1 for room temperature. Figures 5-8 sh
Impurity band engineering and hierarchical defect scattering enable high zT in Co-doped AgSbTe2.pdf,10.1039/d5ta09240j,ok,9,9,"[text-pass] The paper reports a series of AgSb1-xCoxTe2 samples (x=0, 0.01, 0.02, 0.03, 0.04). Data for the pristine sample (x=0) and the optimized sample (x=0.03) were extracted from the text. Other compositions were mentioned but specific numerical values were not explicitly provided in the text for all properties. [figure-pass p1-5] The provided pages contain information about the synthesis and characterization of Co-doped AgSbTe2, but do not contain any plots or tables showing thermoelectric"
Impurity phase elimination enabled high thermoelectric and mechanical performance in GeTe alloyed with AgSbSe2.pdf,10.1016/j.tramat.2025.100062,ok,10,3,"[text-pass] The paper focuses on GeTe alloyed with AgSbSe2. The dopant sites are described as Ag and Sb substituting Ge and Se substituting Te. ZT values and other properties were extracted from the body text. [figure-pass p1-5] The provided pages focus on the mechanical properties (Vickers hardness, compressive strength, fracture toughness, Young's modulus) of GeTe-AgSbTe2 alloys. While the abstract mentions an average ZT of 1.07 for (GeTe)80(Ag0.8Sb1.2Se2)20, there are no plots or tables provi"
Influence of In doping on the thermoelectric properties of an AgSbTe2 compound with enhanced figure of merit.pdf,10.1039/c3ta14547f,ok,6,8,[text-pass] Doping site for In is identified as Sb based on the text stating 'In substitutes Sb in the AgSbTe2 crystal lattice'. Thermoelectric properties at 300 K were extracted from Table 1. Peak power factor and ZT values were extracted from the body text. [figure-pass p6-6] The provided page contains only a list of references and no thermoelectric property data or plots for AgSbTe2-family compounds. 
Influence of mechanochemical syntheses and compacting methods on the thermoelectric properties of nanostructured AgSnmSbTe2+m (TAST-m).pdf,10.1088/0268-1242/29/12/124009,ok,10,7,"[text-pass] The article reports thermoelectric properties (Seebeck coefficient, electrical conductivity, thermal conductivity, ZT) for TAST-m series (m=10, 12, 16, 20, 25) via plots (Fig 8-15). Specific numerical values for these properties at specific temperatures were not provided in tables, only plotted curves. The dopant site is identified as 'multiple sites' because Ag and Sb substitute into the SnTe cation sublattice. [figure-pass p1-5] The provided pages contain structural characterizatio"
Influence of nanoscale Ag2 Te precipitates on the thermoelectric properties of the Sn doped P-type AgSbTe2 compound.pdf,10.1063/1.4896435,ok,8,13,"[figure-pass p1-5] The paper discusses Sn-doped AgSbTe2. While the text mentions that Fig. 4 shows temperature-dependent thermoelectric properties, the provided images do not include Fig. 4. Therefore, only the electrical conductivity value explicitly mentioned in the body text for the x=0.03 sample is included. [figure-pass p6-8] Data extracted from Fig 4 and Fig 5. Values are visual estimates from the plots. "
Ioffe–Regel limit and lattice thermal conductivity reduction of high performance (AgSbTe2)15(GeTe)85 thermoelectric materials.pdf,10.1039/c3ta15147f,ok,6,12,"[text-pass] The paper investigates (AgxSbTex/2+1.5)15(GeTe)85 alloys. The Ag/Sb ratio is defined as x. The dopant sites are not explicitly stated as Ag or Sb substituting for Ge, so 'unclear' is used. Electrical conductivity values in Tables 1 and 2 are reported as mobility (cm2 V-1 s-1). [figure-pass p1-5] Data extracted for Ag/Sb ratio 0.4 samples (AQ and MS) as representative examples from the provided figures. Values are visual estimates from the plots. [figure-pass p6-6] The provided page c"
Irie_1963_Jpn._J._Appl._Phys._2_72.pdf,,ok,12,3,"[text-pass] The provided article text contains only the title, citation information, and references to other papers. No experimental data, tables, or figures containing thermoelectric properties or doping information for AgSbTe2-family compounds were present in the provided content. [figure-pass p1-5] The provided pages contain plots of electrical conductivity and thermoelectric power as a function of distance along a bar (L), not as a function of temperature. Figure 5 and Figure 6 show electric"
Kinetik Properties of (AgSbТe2)0.8(PbTe)0.2.pdf,10.1134/S1063782625602201,ok,6,2,"[text-pass] The article focuses on the kinetic properties of (AgSbTe2)0.8(PbTe)0.2. While Hall coefficient data is also presented in Fig. 5, it is not listed as a required thermoelectric property in the schema. No thermal conductivity or ZT values were explicitly provided in the text or figures. [figure-pass p1-5] The compound (AgSbTe2)0.8(PbTe)0.2 is a solid solution. Thermoelectric properties (electrical conductivity and Seebeck coefficient) were extracted from Fig. 3 and Fig. 4 respectively. "
Large Mobility Enables Higher Thermoelectric Cooling and Power Generation Performance in n‑type AgPb18+xSbTe20 Crystals.pdf,10.1021/jacs.3c09655,ok,9,7,"[text-pass] The AgPb18+xSbTe20 compounds are Pb-compensated AgSbTe2-family crystals. The polycrystalline samples were prepared for comparison. Values were extracted from the body text. [figure-pass p1-5] The paper focuses on AgPb18+xSbTe20 crystals, which are alloys/solid solutions of the AgSbTe2-PbTe system. Thermoelectric properties were extracted from both body text and figures as indicated. [figure-pass p6-9] The provided pages discuss AgPb18.4SbTe20 (a member of the AgSbTe2-family) but do n"
"Large-scale production of (GeTe)x(AgSbTe2)100−x (x=75, 80, 85, 90) with enhanced thermoelectric properties via gas-atomization and spark plasma sintering.pdf",10.1016/j.actamat.2017.01.053,ok,11,8,"[text-pass] The samples are solid solutions of GeTe and AgSbTe2. No specific dopants were added; the composition variation is defined by the x value in (GeTe)x(AgSbTe2)100-x. Thermoelectric properties were extracted from the text in Section 3.2. [figure-pass p1-5] The provided pages contain information about the synthesis, microstructure, and XRD analysis of (GeTe)x(AgSbTe2)100-x (TAGS-x) samples. However, there are no plots or tables showing thermoelectric properties (Seebeck coefficient, elect"
Low lattice thermal conductivity by alloying SnTe with AgSbTe2 and CaTe-MnTe.pdf,10.1063/1.5109465,ok,6,7,"[text-pass] The article discusses SnTe-AgSbTe2 alloys doped with Ca, Mn, Sn, and I. Specific numerical values for properties like Seebeck coefficient, electrical conductivity, etc., are presented in figures (Fig 1-5) but not in tabular format, making precise extraction of data points at specific temperatures difficult without raw data. Only explicitly stated values (e.g., lattice thermal conductivity 0.4 W/m K) were extracted. [figure-pass p1-5] Data extracted from figures 2 and 3. The samples a"
Low solubility and transport consequences of Eu addition in AgSbTe2 thermoelectrics.pdf,10.1016/j.physb.2026.418712,ok,5,7,"[text-pass] The paper reports nominal Eu doping levels (0-8 wt%) in AgSbTe2. XRD and SEM/EDX analysis indicate that Eu has very limited solubility and primarily forms secondary phases (Ag2Te and EuTe), so the doped_site is marked as 'unclear' as it does not substitute into the lattice in a standard way. Electrical conductivity values at room temperature were extracted from Table 1. [figure-pass p1-5] Data for 0 wt% and 4 wt% Eu samples were extracted from Fig. 3. Other compositions (2, 6, 8 wt%)"
Nanostructures in high-performance (GeTe)x(AgSbTe2)100−x thermoelectric materials.pdf,10.1088/0957-4484/19/24/245707,ok,6,8,"[text-pass] The samples are solid solutions of GeTe and AgSbTe2, referred to as TAGS-x. No specific dopant elements were added; the composition variation is defined by the alloying ratio x. [figure-pass p1-5] Data extracted from figures 2 and 3. TAGS-x refers to (GeTe)x(AgSbTe2)100-x. [figure-pass p6-6] The provided page contains text discussing the microstructure and thermoelectric properties of TAGS alloys (AgSbTe2-SnTe system), but it does not contain any plots or tables showing thermoelectri"
Optimized Carrier Concentration and Reduced Thermal Conductivity in Cu-Deficient CuGaTe2 Alloyed with AgSbTe2 for Superior Thermoelectric Performance.pdf,10.1021/acsami.6c05111,ok,11,16,"[text-pass] The paper focuses on CuGaTe2 alloyed with AgSbTe2. The samples are described as (Cu0.96GaTe2)1-x(AgSbTe2)x. Doping sites for AgSbTe2 are considered 'multiple sites' as it involves alloying the matrix. Electrical and thermal properties were extracted from the body text. [figure-pass p1-5] The paper investigates Cu-deficient CuGaTe2 alloyed with AgSbTe2. Thermoelectric properties (electrical conductivity, Seebeck coefficient, power factor) are plotted as a function of temperature in Fi"
Optimized Thermoelectric Properties of AgSbTe2 through Adjustment of.pdf,10.1007/s13391-014-4152-0,ok,5,12,"[text-pass] The paper investigates the effect of fabrication parameters (sintering temperature and pressure) on AgSbTe2 rather than chemical doping. Therefore, no dopants are listed. Thermoelectric properties were extracted from Table 1 and the body text. [figure-pass p1-5] The paper investigates AgSbTe2 samples fabricated under different conditions (sintering temperature and pressure). No extrinsic dopants were added; the variations are in fabrication parameters. ZT values were visually estimat"
Peng2014.pdf,10.1039/c3ta13729e,ok,7,14,[text-pass] The AgSbTe2 is added as nanoinclusions to the Yb0.2Co4Sb12 matrix. The doping of the matrix by Te is inferred from carrier concentration changes. [figure-pass p1-5] The paper describes nanocomposites of Yb0.2Co4Sb12 with AgSbTe2 inclusions. The AgSbTe2 inclusions act as a source of Te doping into the skutterudite matrix. Seebeck coefficient values at 300 K were extracted from Fig. 6 and the body text. [figure-pass p6-7] The samples are composites of Yb0.2Co4Sb12 matrix with AgSbTe2 n
"Phase compositions, nanoscale microstructures and thermoelectric properties in Ag2−ySbyTe1+y alloys with precipitated Sb2Te3 plates.pdf",10.1016/j.actamat.2010.04.007,ok,10,12,[text-pass] The samples are nonstoichiometric Ag2-ySbyTe1+y alloys. The 'dopant' is interpreted as the excess Sb content (y) relative to the stoichiometric AgSbTe2. Thermoelectric properties were extracted from the body text where specific values were provided for specific samples. [figure-pass p1-5] The samples are nonstoichiometric Ag2-ySbTe1+y alloys. The dopant/composition variation is represented by the y value. The properties were extracted from the temperature-dependent plots in Fig. 4. 
Phase diagram and thermoelectric properties.pdf,,ok,3,10,"[text-pass] The paper investigates the Ag3-xSb1+xTe4 system. The samples are treated as variations of the AgSbTe2 stoichiometry. Electrical resistivity values were extracted from Table I as proxies for electrical conductivity data. [figure-pass p1-3] The paper discusses the Ag3-xSb1+xTe4 system. While Figure 4 shows Seebeck coefficient vs temperature for various x values, the text provides specific peak values for x=1, x=0.8, and x=1.25. No other thermoelectric properties vs temperature were pro"
PhysRevB.79.184202.pdf,10.1103/PhysRevB.79.184202,ok,7,16,"[text-pass] The article discusses the AgSbTe2-AgSbSe2 pseudobinary system. While the paper mentions various compositions (x=0.00 to 2.00), it explicitly provides a ZT value only for the x=0.25 sample. The base compound AgSbTe2 (x=0) is also mentioned as having a ZT value, but the text specifically highlights the x=0.25 sample for the highest experimental ZT of 0.65 at 520 K. [figure-pass p1-5] Data extracted from figures 4, 5, and 6. Seebeck coefficient values were visually estimated from Fig. 5"
PhysRevLett.101.155704.pdf,10.1103/PhysRevLett.101.155704,ok,4,1,"[text-pass] The article is a theoretical study using first-principles cluster expansion and Monte Carlo simulations. It discusses the AgSbTe2-PbTe system but does not report experimental thermoelectric property values (Seebeck, conductivity, etc.) for specific samples. The only composition mentioned with specific site occupancy data is Ag0.45Sb0.44Pb0.11Te, which was analyzed in the context of atomic ordering simulations. [figure-pass p1-4] The provided pages contain theoretical first-principles"
PhysRevLett.99.156403.pdf,10.1103/PhysRevLett.99.156403,ok,4,2,[text-pass] The article focuses on theoretical electronic structure calculations of AgSbTe2 and related compounds. Experimental electrical conductivity data for AgSbTe2 was extracted from the body text on page 4. No doping data was reported for the samples discussed. [figure-pass p1-4] The paper focuses on theoretical calculations of AgSbTe2 and related compounds. Experimental electrical conductivity data for AgSbTe2 is provided in Fig. 3b and discussed in the text. No doping data is provided fo
Physica Status Solidi  a - 2011 - Yusufu - Thermoelectric properties and microstructures of AgSbTe2‐added p‐type Pb0 16Ge0.pdf,10.1002/pssa.201127194,ok,4,8,"[text-pass] The samples are solid solutions of AgSbTe2 and Pb0.16Ge0.84Te. The dopant sites are marked as unclear because the paper describes the formation of two distinct phases (GeTe-based matrix and PbTe-based precipitate) after hot-pressing, rather than simple substitutional doping in a single lattice. [figure-pass p1-4] The samples are solid solutions of AgSbTe2-family (Ag0.5Sb0.5Te) and Pb0.16Ge0.84Te. Thermoelectric properties were extracted from Figures 4 and 5. "
Preparation and characterization of nanostructured (GeTe)75(AgSbTe2)x(AgSbSe2)y thermoelectric materials.pdf,10.1016/j.synthmet.2020.116606,ok,10,14,"[text-pass] The paper describes a series of (GeTe)75(AgSbTe2)x(AgSbSe2)y samples where x+y=25. Se doping is introduced via AgSbSe2 addition. Doped site is marked as unclear as the paper states Se is located in the main phase but does not specify the sublattice (Ag, Sb, or Te). [figure-pass p1-5] The paper discusses TAGSS materials which are (GeTe)75(AgSbTe2)x(AgSbSe2)y. The abstract and text provide specific Seebeck coefficient values for the base TAGSS-75 material. While plots for Seebeck coeff"
Preparation and transport properties of AgSbTe2 by high-pressure and high-temperature.pdf,10.1016/j.jallcom.2006.12.126,ok,4,7,"[text-pass] The paper reports AgSbTe2 synthesized at different pressures (2.0, 3.5, 4.5, 5.2 GPa). No specific chemical dopants were added; the variation in properties is attributed to the synthesis pressure. Power factor values were explicitly mentioned in the text for the 5.2 GPa sample. Other properties (Seebeck, electrical resistivity) were plotted in figures but specific numerical values were not provided in the text. [figure-pass p1-4] The paper reports properties as a function of syntheti"
Rational design of entropy-driven AgSnSbTe3 with enhanced thermoelectric efficiency index for sustainable waste heat recovery.pdf,10.1039/d5se00534e,ok,16,4,[text-pass] The paper reports AgSnSbTe3 as an entropy-stabilized alloy of AgSbTe2 and SnTe. No specific dopants were added; the composition is stoichiometric AgSnSbTe3. Comparison data for Sarkar et al. and Luo et al. are mentioned in the text and tables but are not treated as separate samples for extraction as they are literature references. [figure-pass p1-5] The paper discusses AgSnSbTe3 as an entropy-stabilized alloy of AgSbTe2 and SnTe. No property-vs-temperature plots were provided in the 
Reduced cation disorder and rational design of Ag2Te formation via stepwise optimization strategy to achieve high thermoelectric performance in AgSbTe2.pdf,10.1016/j.jmst.2025.08.053,ok,8,6,"[figure-pass p1-5] The paper focuses on AgSbTe2-based materials with Ag vacancies and Sb2Te3 incorporation. Data for the optimized sample (Ag0.97SbTe2)0.994(Sb2Te3)0.006 was extracted from the provided figures. [figure-pass p6-8] Data extracted from text and Fig 6. Fig 6(b) shows ZT vs T for various compositions, but specific values were extracted from the text descriptions for the pristine and optimized samples. "
Reinvestigation of the influence of Se impurity on the structural and thermoelectric properties of AgSbTe2.pdf,10.1063/1.4731525,ok,5,8,"[text-pass] The paper reports nominal compositions AgSbTe2-xSex (x=0.0, 0.01, 0.02, 0.04, 0.1). Se is assumed to substitute for Te based on the formula notation. Specific numerical values for properties other than thermal conductivity and ZT were presented in plots (Figures 4 and 5) without explicit data tables, so only the text-referenced values were extracted. [figure-pass p1-5] Data extracted from figures 4 and 5 and associated text. The base composition is AgSbTe2, with Se doping on the Te s"
Shinya_2016_Jpn._J._Appl._Phys._55_041801.pdf,10.7567/JJAP.55.041801,ok,7,0,"[text-pass] The provided article is a theoretical study focusing on the structural stability, electronic structure, and chemical bonding of AgSbTe2 using DFT calculations. It does not report experimental thermoelectric property measurements (Seebeck coefficient, electrical conductivity, thermal conductivity, etc.) for any specific doped or alloyed samples. While it mentions (GeTe)x(AgSbTe2)1-x and AgSbTe2 mutations in the context of literature, no quantitative thermoelectric data for these mater"
Small - 2024 - Chen - Cation Modulation in AgSbTe2 Realizes Carrier Optimization  Defect Engineering  and a 7  Single‐Leg.pdf,10.1002/smll.202401723,ok,10,10,"[figure-pass p6-10] The provided pages contain plots of device-level performance (voltage, power, heat flow, conversion efficiency) as a function of temperature difference (delta T), but do not contain plots of material-level thermoelectric properties (Seebeck, conductivity, etc.) as a function of absolute temperature. Material-level ZT values were extracted from the body text. "
Small - 2025 - Iqbal - Realizing High Wide‐Temperature‐Range Thermoelectric Performance in Ga  I  and S co‐doped AgSbTe2.pdf,10.1002/smll.202506235,ok,12,10,[text-pass] Data extracted from the text of the article. Sample IDs and compositions were identified from the text descriptions. [figure-pass p1-5] Data extracted from text and figures. Figure 2 provides temperature-dependent properties for various compositions. The sample AgSb0.98Ga0.02Te1.84S0.10I0.06 is identified as the one with peak ZT. [figure-pass p6-10] Data extracted from figures 4 and 6 and associated text. Sample compositions are defined by the AgSb1-xGaxTe2-y-3xSyIx series. [figure-p
Small - 2026 - Song - Decoupling Electron‐Phonon Transport in AgSbSe2 via Stepwise Cd‐Sb Substitution and Interstitial Se.pdf,10.1002/smll.202514707,ok,10,5,[text-pass] The article focuses on AgSbSe2-based materials. Data for AgSb0.96Cd0.04Se2.02 was extracted from the text. Other compositions (AgSb1-xCdxSe2) were mentioned but specific numerical values for properties were primarily provided for the optimized sample. [figure-pass p1-5] Data extracted from Figure 1c for ZT values of the specified samples. Other properties were mentioned in the text but specific temperature-dependent values were primarily extracted from the provided figures. [figure-p
"State of the art Ag50-xSbxSe50-yTey alloys Their high zT values, microstructures and related phase equilibria.pdf",10.1016/j.actamat.2015.04.011,ok,8,20,[text-pass] The paper investigates Ag50-xSbxSe50-yTey alloys. Stoichiometric (x=25) and non-stoichiometric (x=30) samples are treated as alloys of AgSbTe2 and AgSbSe2. Electrical conductivity values were calculated from the provided electrical resistivity (q) values in Table 1. [figure-pass p1-5] Only ZT vs Temperature data from Fig. 1 was extracted as it was the only property-vs-temperature plot provided. Table 1 provides room temperature data only. [figure-pass p6-8] Data extracted from Fig. 4
Strong anharmonicity induced low lattice thermal conductivity and high thermoelectric performance in system.pdf,10.1063/5.0095121,ok,8,13,[text-pass] The paper investigates (CuInTe2)1-x(AgSbTe2)x and (Cu1-yInTe2)0.95(AgSbTe2)0.05. Data extracted for key samples mentioned in the text. Table I provides lattice thermal conductivity values for various x at 300K and 823K. [figure-pass p1-5] Data extracted from figures 1 and 2 for the (CuInTe2)1-x(AgSbTe2)x system. Values at 300K were visually estimated from the plots. [figure-pass p6-8] The paper investigates (Cu1-yInTe2)0.95(AgSbTe2)0.05 alloys. Thermoelectric properties are provided 
Structural Characterization and Thermoelectric Properties of Br-Doped AgSnm[Sb0.8Bi0.2]Te2+m Systems.pdf,10.3390/ma16155213,ok,10,7,"[figure-pass p1-5] The provided pages contain structural characterization and general descriptions of thermoelectric properties for AgSnm[Sb0.8Bi0.2]Te2+m and Br-doped variants, but they do not contain any plots or tables showing Seebeck coefficient, electrical conductivity, thermal conductivity, lattice thermal conductivity, power factor, or ZT as a function of temperature. [figure-pass p6-10] Data extracted from Table 2 and text descriptions. Figures 4 and 5 show trends but specific values wer"
"Structural, characterization and electrical properties of AgPbmSbTem+2 compounds synthesized through a solid-state microwave technique.pdf",10.1016/j.ijhydene.2015.12.205,ok,9,18,"[figure-pass p1-5] The provided pages contain structural and electrical property data for AgPbmSbTe2+m compounds. While electrical conductivity values are mentioned in the text, there are no property-vs-temperature plots (e.g., Seebeck, conductivity, ZT vs T) provided in the images that allow for data extraction as requested. The figures provided are XRD patterns, lattice constant vs m, and SEM images. [figure-pass p6-9] Data extracted from Table 4 for room temperature properties. Figures 6, 7, "
Synergistic Effect of Mg–Se Co-Doping and Post-Annealing on the Thermoelectric Performance of Polycrystalline AgSbTe2.pdf,10.1021/acsaem.6c01258,ok,10,9,[text-pass] The sample AgSb0.95Mg0.05Te1.85Se0.15 is reported both as unannealed and post-annealed. The properties listed for this sample in the JSON reflect the optimized/annealed state where specified in the text. [figure-pass p1-5] Thermoelectric properties were visually estimated from Figures 2 and 3. The sample IDs correspond to the compositions labeled in the figures. [figure-pass p6-10] Data extracted from Figure 7. Values are visual estimates from the plots. 
Synergistic Optimization of Thermoelectric Performance in AgSbTe2 via Ag Vacancy and In Doping.pdf,10.1021/acsaem.6c00054,ok,10,11,"[text-pass] Data extracted from the article text and Table 1. Ag vacancies were introduced by varying x in Ag1-xSbTe2, and In doping was introduced by varying y in Ag0.97Sb1-yInyTe2. [figure-pass p1-5] Data for ZT vs T was extracted from the figure on the first page. Other properties were available in plots but ZT was prioritized as the primary metric. Doping sites for Ag vacancy and In were identified based on the text description of the synergistic strategy. "
